date,water_level,surface_area,reservoir_storage,conservation_storage,percent_full,conservation_capacity,dead_pool_capacity
1999-06-18,43.98,9574.12,159661,159382,99.9,159566,279
1999-06-19,43.97,9523.42,159569,159290,99.8,159566,279
1999-06-20,44.05,9665.83,160305,159566,100.0,159566,279
1999-06-21,44.03,9669.70,160121,159566,100.0,159566,279
1999-06-22,44.00,9675.51,159845,159566,100.0,159566,279
1999-06-23,44.04,9667.77,160213,159566,100.0,159566,279
1999-06-24,44.02,9671.64,160029,159566,100.0,159566,279
1999-06-25,44.00,9675.51,159845,159566,100.0,159566,279
1999-07-15,44.10,9656.16,160765,159566,100.0,159566,279
1999-07-16,44.11,9674.74,160857,159566,100.0,159566,279
1999-07-17,44.14,9730.48,161134,159566,100.0,159566,279
1999-07-18,44.12,9693.32,160950,159566,100.0,159566,279
1999-07-19,44.08,9660.03,160581,159566,100.0,159566,279
1999-07-20,44.07,9661.96,160489,159566,100.0,159566,279
1999-07-21,44.07,9661.96,160489,159566,100.0,159566,279
1999-07-22,44.06,9663.90,160397,159566,100.0,159566,279
1999-07-23,44.05,9665.83,160305,159566,100.0,159566,279
1999-07-24,44.03,9669.70,160121,159566,100.0,159566,279
1999-07-25,44.00,9675.51,159845,159566,100.0,159566,279
1999-07-26,44.03,9669.70,160121,159566,100.0,159566,279
1999-07-27,44.04,9667.77,160213,159566,100.0,159566,279
1999-07-28,44.05,9665.83,160305,159566,100.0,159566,279
1999-07-29,44.05,9665.83,160305,159566,100.0,159566,279
1999-07-30,44.04,9667.77,160213,159566,100.0,159566,279
1999-07-31,44.04,9667.77,160213,159566,100.0,159566,279
1999-08-01,44.04,9667.77,160213,159566,100.0,159566,279
1999-08-02,44.03,9669.70,160121,159566,100.0,159566,279
1999-08-03,44.00,9675.51,159845,159566,100.0,159566,279
1999-08-04,43.95,9422.03,159385,159106,99.7,159566,279
1999-08-05,43.88,9162.91,158743,158464,99.3,159566,279
1999-08-06,43.83,9148.81,158285,158006,99.0,159566,279
1999-08-07,43.75,9126.70,157554,157275,98.6,159566,279
1999-08-08,43.71,9115.79,157189,156910,98.3,159566,279
1999-08-09,43.68,9107.73,156916,156637,98.2,159566,279
1999-08-10,43.62,9091.73,156370,156091,97.8,159566,279
1999-08-11,43.56,9075.92,155825,155546,97.5,159566,279
1999-08-12,43.48,9055.04,155100,154821,97.0,159566,279
1999-08-13,43.43,9042.14,154648,154369,96.7,159566,279
1999-08-14,43.40,9034.40,154376,154097,96.6,159566,279
1999-08-15,43.38,9029.30,154196,153917,96.5,159566,279
1999-08-16,43.36,9024.21,154015,153736,96.3,159566,279
1999-08-17,43.31,9011.47,153564,153285,96.1,159566,279
1999-08-18,43.25,8996.34,153024,152745,95.7,159566,279
1999-08-19,43.20,8983.76,152574,152295,95.4,159566,279
1999-08-20,43.18,8978.78,152395,152116,95.3,159566,279
1999-08-21,43.14,8968.82,152036,151757,95.1,159566,279
1999-08-22,43.14,8968.82,152036,151757,95.1,159566,279
1999-08-23,43.14,8968.82,152036,151757,95.1,159566,279
1999-08-24,43.11,8961.35,151767,151488,94.9,159566,279
1999-08-25,43.11,8961.35,151767,151488,94.9,159566,279
1999-08-26,43.07,8951.47,151409,151130,94.7,159566,279
1999-08-27,43.01,8936.68,150872,150593,94.4,159566,279
1999-08-28,42.99,8931.78,150693,150414,94.3,159566,279
1999-08-29,42.95,8922.01,150336,150057,94.0,159566,279
1999-08-30,42.94,8919.57,150247,149968,94.0,159566,279
1999-08-31,42.90,8909.80,149890,149611,93.8,159566,279
1999-09-01,42.85,8897.68,149445,149166,93.5,159566,279
1999-09-02,42.82,8890.41,149179,148900,93.3,159566,279
1999-09-03,42.80,8885.56,149001,148722,93.2,159566,279
1999-09-04,42.77,8878.34,148734,148455,93.0,159566,279
1999-09-05,42.75,8873.53,148557,148278,92.9,159566,279
1999-09-06,42.72,8866.31,148291,148012,92.8,159566,279
1999-09-07,42.72,8866.31,148291,148012,92.8,159566,279
1999-09-08,42.67,8854.34,147848,147569,92.5,159566,279
1999-09-09,42.65,8849.57,147671,147392,92.4,159566,279
1999-09-10,42.64,8847.18,147582,147303,92.3,159566,279
1999-09-11,42.61,8840.02,147317,147038,92.1,159566,279
1999-09-12,42.58,8832.90,147052,146773,92.0,159566,279
1999-09-13,42.56,8828.16,146875,146596,91.9,159566,279
1999-09-14,42.54,8823.42,146699,146420,91.8,159566,279
1999-09-15,42.46,8804.53,145994,145715,91.3,159566,279
1999-09-16,42.43,8797.47,145730,145451,91.2,159566,279
1999-09-17,42.38,8785.72,145290,145011,90.9,159566,279
1999-09-18,42.34,8776.36,144939,144660,90.7,159566,279
1999-09-19,42.30,8767.00,144588,144309,90.4,159566,279
1999-09-20,42.26,8757.70,144237,143958,90.2,159566,279
1999-09-21,42.23,8750.72,143975,143696,90.1,159566,279
1999-09-22,42.20,8743.73,143712,143433,89.9,159566,279
1999-09-23,42.14,8729.85,143188,142909,89.6,159566,279
1999-09-24,42.09,8718.29,142752,142473,89.3,159566,279
1999-09-25,42.06,8711.39,142490,142211,89.1,159566,279
1999-09-26,42.00,8697.58,141968,141689,88.8,159566,279
1999-09-27,41.98,8692.99,141794,141515,88.7,159566,279
1999-09-28,41.94,8683.83,141447,141168,88.5,159566,279
1999-09-29,41.95,8686.12,141534,141255,88.5,159566,279
1999-09-30,42.00,8697.58,141968,141689,88.8,159566,279
1999-10-01,41.99,8695.28,141881,141602,88.7,159566,279
1999-10-02,41.98,8692.99,141794,141515,88.7,159566,279
1999-10-03,41.99,8695.28,141881,141602,88.7,159566,279
1999-10-04,41.99,8695.28,141881,141602,88.7,159566,279
1999-10-05,41.98,8692.99,141794,141515,88.7,159566,279
1999-10-06,41.88,8670.10,140926,140647,88.1,159566,279
1999-10-07,41.80,8651.86,140233,139954,87.7,159566,279
1999-10-15,44.05,9665.83,160305,159566,100.0,159566,279
1999-10-16,44.04,9667.77,160213,159566,100.0,159566,279
1999-10-17,44.01,9673.57,159937,159566,100.0,159566,279
1999-10-18,44.02,9671.64,160029,159566,100.0,159566,279
1999-10-19,41.36,8552.62,136448,136169,85.3,159566,279
1999-10-20,41.26,8530.29,135594,135315,84.8,159566,279
1999-10-21,41.23,8523.61,135338,135059,84.6,159566,279
1999-10-22,41.21,8519.15,135168,134889,84.5,159566,279
1999-10-23,41.17,8510.25,134827,134548,84.3,159566,279
1999-10-24,41.17,8510.25,134827,134548,84.3,159566,279
1999-10-25,41.12,8499.13,134402,134123,84.1,159566,279
1999-10-26,41.06,8485.81,133893,133614,83.7,159566,279
1999-10-27,41.02,8476.93,133553,133274,83.5,159566,279
1999-10-28,41.01,8474.72,133468,133189,83.5,159566,279
1999-10-29,41.00,8472.50,133384,133105,83.4,159566,279
1999-10-30,40.95,8461.43,132961,132682,83.2,159566,279
1999-10-31,40.93,8457.00,132791,132512,83.0,159566,279
1999-11-01,40.89,8448.15,132453,132174,82.8,159566,279
1999-11-02,40.85,8439.33,132115,131836,82.6,159566,279
1999-11-05,40.82,8432.71,131862,131583,82.5,159566,279
1999-11-06,40.82,8432.71,131862,131583,82.5,159566,279
1999-11-07,40.79,8426.10,131609,131330,82.3,159566,279
1999-11-08,40.76,8419.50,131357,131078,82.1,159566,279
1999-11-09,40.73,8412.90,131104,130825,82.0,159566,279
1999-11-10,40.70,8406.30,130852,130573,81.8,159566,279
1999-11-11,40.68,8401.90,130684,130405,81.7,159566,279
1999-11-12,40.66,8397.50,130516,130237,81.6,159566,279
1999-11-13,40.64,8393.10,130348,130069,81.5,159566,279
1999-11-14,40.60,8384.30,130012,129733,81.3,159566,279
1999-11-15,40.57,8377.67,129761,129482,81.1,159566,279
1999-11-16,40.55,8373.25,129594,129315,81.0,159566,279
1999-11-17,40.52,8366.61,129342,129063,80.9,159566,279
1999-11-18,40.49,8359.96,129091,128812,80.7,159566,279
1999-11-19,40.46,8353.26,128841,128562,80.6,159566,279
1999-11-20,40.44,8348.80,128674,128395,80.5,159566,279
1999-11-21,40.41,8342.11,128423,128144,80.3,159566,279
1999-11-22,40.39,8337.58,128257,127978,80.2,159566,279
1999-11-23,40.35,8328.37,127923,127644,80.0,159566,279
1999-11-24,40.43,8346.57,128590,128311,80.4,159566,279
1999-11-25,40.42,8344.34,128507,128228,80.4,159566,279
1999-11-26,40.31,8319.16,127590,127311,79.8,159566,279
1999-11-27,40.28,8312.13,127341,127062,79.6,159566,279
1999-11-28,40.24,8302.68,127009,126730,79.4,159566,279
1999-11-29,40.22,8297.96,126843,126564,79.3,159566,279
1999-11-30,40.19,8290.73,126594,126315,79.2,159566,279
1999-12-01,40.17,8285.72,126428,126149,79.1,159566,279
1999-12-02,40.13,8275.70,126097,125818,78.9,159566,279
1999-12-03,40.07,8260.61,125601,125322,78.5,159566,279
1999-12-04,40.07,8260.61,125601,125322,78.5,159566,279
1999-12-05,40.13,8275.70,126097,125818,78.9,159566,279
1999-12-06,40.06,8258.09,125518,125239,78.5,159566,279
1999-12-07,40.02,8248.00,125188,124909,78.3,159566,279
1999-12-08,39.98,8237.70,124858,124579,78.1,159566,279
1999-12-09,39.94,8227.19,124529,124250,77.9,159566,279
1999-12-10,39.97,8235.07,124776,124497,78.0,159566,279
1999-12-11,39.93,8224.57,124447,124168,77.8,159566,279
1999-12-12,39.91,8219.32,124282,124003,77.7,159566,279
1999-12-13,39.94,8227.19,124529,124250,77.9,159566,279
1999-12-14,39.89,8213.98,124118,123839,77.6,159566,279
1999-12-15,39.90,8216.69,124200,123921,77.7,159566,279
1999-12-16,39.82,8194.98,123544,123265,77.3,159566,279
1999-12-17,39.78,8184.12,123216,122937,77.0,159566,279
1999-12-18,39.76,8178.68,123052,122773,76.9,159566,279
1999-12-19,39.72,8167.80,122725,122446,76.7,159566,279
1999-12-20,39.69,8159.59,122480,122201,76.6,159566,279
1999-12-21,39.77,8181.40,123134,122855,77.0,159566,279
1999-12-22,39.69,8159.59,122480,122201,76.6,159566,279
1999-12-23,39.66,8151.29,122236,121957,76.4,159566,279
1999-12-24,39.60,8134.69,121747,121468,76.1,159566,279
1999-12-25,39.57,8126.10,121503,121224,76.0,159566,279
1999-12-26,39.54,8117.51,121260,120981,75.8,159566,279
1999-12-27,39.51,8108.92,121016,120737,75.7,159566,279
1999-12-28,39.58,8128.97,121585,121306,76.0,159566,279
1999-12-29,39.45,8090.68,120530,120251,75.4,159566,279
1999-12-30,39.43,8084.53,120369,120090,75.3,159566,279
1999-12-31,39.43,8084.53,120369,120090,75.3,159566,279
2000-01-01,39.42,8081.45,120288,120009,75.2,159566,279
2000-01-02,39.41,8078.38,120207,119928,75.2,159566,279
2000-01-03,39.37,8065.44,119884,119605,75.0,159566,279
2000-01-04,39.39,8072.02,120045,119766,75.1,159566,279
2000-01-05,39.34,8055.59,119642,119363,74.8,159566,279
2000-01-06,39.30,8042.44,119320,119041,74.6,159566,279
2000-01-07,39.30,8042.44,119320,119041,74.6,159566,279
2000-01-08,39.28,8035.49,119160,118881,74.5,159566,279
2000-01-09,39.31,8045.73,119401,119122,74.7,159566,279
2000-01-10,39.28,8035.49,119160,118881,74.5,159566,279
2000-01-11,40.88,8445.95,132369,132090,82.8,159566,279
2000-01-12,39.24,8021.58,118839,118560,74.3,159566,279
2000-01-13,39.23,8018.11,118758,118479,74.3,159566,279
2000-01-14,39.24,8021.58,118839,118560,74.3,159566,279
2000-01-15,39.20,8007.68,118518,118239,74.1,159566,279
2000-01-16,39.15,7989.83,118118,117839,73.8,159566,279
2000-01-17,39.13,7982.69,117958,117679,73.7,159566,279
2000-01-18,39.10,7971.99,117719,117440,73.6,159566,279
2000-01-19,39.06,7955.80,117400,117121,73.4,159566,279
2000-01-20,39.05,7951.76,117321,117042,73.4,159566,279
2000-01-21,39.03,7943.67,117162,116883,73.3,159566,279
2000-01-22,38.98,7923.25,116765,116486,73.0,159566,279
2000-01-23,38.95,7910.83,116528,116249,72.9,159566,279
2000-01-24,38.98,7923.25,116765,116486,73.0,159566,279
2000-01-25,38.89,7886.32,116054,115775,72.6,159566,279
2000-01-26,38.88,7882.51,115975,115696,72.5,159566,279
2000-01-27,38.84,7867.25,115660,115381,72.3,159566,279
2000-01-28,38.94,7906.70,116449,116170,72.8,159566,279
2000-01-29,38.88,7882.51,115975,115696,72.5,159566,279
2000-01-30,38.84,7867.25,115660,115381,72.3,159566,279
2000-01-31,38.80,7851.99,115345,115066,72.1,159566,279
2000-02-01,38.80,7851.99,115345,115066,72.1,159566,279
2000-02-02,38.77,7840.68,115110,114831,72.0,159566,279
2000-02-03,38.75,7833.15,114954,114675,71.9,159566,279
2000-02-04,38.71,7818.07,114640,114361,71.7,159566,279
2000-02-05,38.69,7810.57,114484,114205,71.6,159566,279
2000-02-06,38.65,7795.67,114172,113893,71.4,159566,279
2000-02-07,38.62,7784.49,113938,113659,71.2,159566,279
2000-02-08,38.61,7780.77,113860,113581,71.2,159566,279
2000-02-09,38.60,7777.04,113782,113503,71.1,159566,279
2000-02-10,38.59,7773.39,113705,113426,71.1,159566,279
2000-02-11,38.57,7766.10,113550,113271,71.0,159566,279
2000-02-12,38.58,7769.75,113627,113348,71.0,159566,279
2000-02-13,38.57,7766.10,113550,113271,71.0,159566,279
2000-02-14,38.57,7766.10,113550,113271,71.0,159566,279
2000-02-15,38.53,7751.51,113239,112960,70.8,159566,279
2000-02-16,38.53,7751.51,113239,112960,70.8,159566,279
2000-02-17,38.51,7744.21,113084,112805,70.7,159566,279
2000-02-18,38.48,7733.41,112852,112573,70.5,159566,279
2000-02-19,38.53,7751.51,113239,112960,70.8,159566,279
2000-02-20,38.49,7736.99,112929,112650,70.6,159566,279
2000-02-21,38.45,7722.68,112620,112341,70.4,159566,279
2000-02-22,38.45,7722.68,112620,112341,70.4,159566,279
2000-02-23,38.43,7715.53,112466,112187,70.3,159566,279
2000-02-24,38.59,7773.39,113705,113426,71.1,159566,279
2000-02-25,38.92,7898.42,116290,116011,72.7,159566,279
2000-02-26,39.05,7951.76,117321,117042,73.4,159566,279
2000-02-27,39.10,7971.99,117719,117440,73.6,159566,279
2000-02-28,39.08,7963.90,117559,117280,73.5,159566,279
2000-02-29,39.05,7951.76,117321,117042,73.4,159566,279
2000-03-01,39.05,7951.76,117321,117042,73.4,159566,279
2000-03-02,39.01,7935.57,117003,116724,73.2,159566,279
2000-03-03,39.00,7931.53,116923,116644,73.1,159566,279
2000-03-04,39.05,7951.76,117321,117042,73.4,159566,279
2000-03-05,38.92,7898.42,116290,116011,72.7,159566,279
2000-03-06,38.88,7882.51,115975,115696,72.5,159566,279
2000-03-07,38.84,7867.25,115660,115381,72.3,159566,279
2000-03-08,38.80,7851.99,115345,115066,72.1,159566,279
2000-03-09,38.80,7851.99,115345,115066,72.1,159566,279
2000-03-10,38.76,7836.91,115032,114753,71.9,159566,279
2000-03-11,38.73,7825.61,114797,114518,71.8,159566,279
2000-03-12,38.72,7821.84,114719,114440,71.7,159566,279
2000-03-13,38.66,7799.40,114250,113971,71.4,159566,279
2000-03-14,38.63,7788.22,114016,113737,71.3,159566,279
2000-03-15,38.85,7871.07,115739,115460,72.4,159566,279
2000-03-16,39.50,8106.06,120935,120656,75.6,159566,279
2000-03-17,40.11,8270.69,125931,125652,78.7,159566,279
2000-03-18,40.20,8293.24,126676,126397,79.2,159566,279
2000-03-19,40.23,8300.32,126926,126647,79.4,159566,279
2000-03-20,40.20,8293.24,126676,126397,79.2,159566,279
2000-03-21,40.20,8293.24,126676,126397,79.2,159566,279
2000-03-22,40.18,8288.23,126511,126232,79.1,159566,279
2000-03-23,40.15,8280.71,126262,125983,79.0,159566,279
2000-03-24,40.16,8283.22,126345,126066,79.0,159566,279
2000-03-25,40.13,8275.70,126097,125818,78.9,159566,279
2000-03-26,40.11,8270.69,125931,125652,78.7,159566,279
2000-03-27,40.08,8263.14,125683,125404,78.6,159566,279
2000-03-28,40.06,8258.09,125518,125239,78.5,159566,279
2000-03-29,40.03,8250.52,125271,124992,78.3,159566,279
2000-03-30,40.01,8245.47,125105,124826,78.2,159566,279
2000-03-31,39.99,8240.32,124941,124662,78.1,159566,279
2000-04-01,39.93,8224.57,124447,124168,77.8,159566,279
2000-04-02,39.90,8216.69,124200,123921,77.7,159566,279
2000-04-03,40.25,8305.05,127092,126813,79.5,159566,279
2000-04-04,40.96,8463.64,133045,132766,83.2,159566,279
2000-04-05,41.59,8604.28,138421,138142,86.6,159566,279
2000-04-06,41.82,8656.42,140406,140127,87.8,159566,279
2000-04-07,41.89,8672.38,141013,140734,88.2,159566,279
2000-04-08,41.96,8688.41,141621,141342,88.6,159566,279
2000-04-09,41.90,8674.66,141099,140820,88.3,159566,279
2000-04-10,41.85,8663.26,140666,140387,88.0,159566,279
2000-04-11,41.74,8638.23,139715,139436,87.4,159566,279
2000-04-12,41.69,8626.89,139283,139004,87.1,159566,279
2000-04-13,42.13,8727.54,143101,142822,89.5,159566,279
2000-04-14,42.84,8895.26,149356,149077,93.4,159566,279
2000-04-15,43.17,8976.29,152305,152026,95.3,159566,279
2000-04-16,43.20,8983.76,152574,152295,95.4,159566,279
2000-04-17,43.16,8973.80,152215,151936,95.2,159566,279
2000-04-18,43.07,8951.47,151409,151130,94.7,159566,279
2000-04-19,42.93,8917.13,150158,149879,93.9,159566,279
2000-04-20,42.65,8849.57,147671,147392,92.4,159566,279
2000-04-21,42.67,8854.34,147848,147569,92.5,159566,279
2000-04-22,42.53,8821.05,146610,146331,91.7,159566,279
2000-04-23,42.37,8783.38,145202,144923,90.8,159566,279
2000-04-24,42.30,8767.00,144588,144309,90.4,159566,279
2000-04-25,42.25,8755.37,144150,143871,90.2,159566,279
2000-04-26,42.18,8739.11,143537,143258,89.8,159566,279
2000-04-27,42.15,8732.16,143275,142996,89.6,159566,279
2000-04-28,42.13,8727.54,143101,142822,89.5,159566,279
2000-04-29,42.10,8720.60,142839,142560,89.3,159566,279
2000-04-30,42.06,8711.39,142490,142211,89.1,159566,279
2000-05-01,42.01,8699.88,142055,141776,88.9,159566,279
2000-05-02,42.01,8699.88,142055,141776,88.9,159566,279
2000-05-03,43.54,9070.68,155644,155365,97.4,159566,279
2000-05-04,44.17,9786.23,161411,159566,100.0,159566,279
2000-05-05,44.18,9804.81,161504,159566,100.0,159566,279
2000-05-06,44.22,9883.58,161873,159566,100.0,159566,279
2000-05-07,44.18,9804.81,161504,159566,100.0,159566,279
2000-05-08,44.14,9730.48,161134,159566,100.0,159566,279
2000-05-09,44.14,9730.48,161134,159566,100.0,159566,279
2000-05-10,44.13,9711.90,161042,159566,100.0,159566,279
2000-05-11,44.10,9656.16,160765,159566,100.0,159566,279
2000-05-12,44.03,9669.70,160121,159566,100.0,159566,279
2000-05-13,44.06,9663.90,160397,159566,100.0,159566,279
2000-05-14,44.02,9671.64,160029,159566,100.0,159566,279
2000-05-15,43.98,9574.12,159661,159382,99.9,159566,279
2000-05-16,43.94,9371.34,159294,159015,99.7,159566,279
2000-05-17,43.87,9160.09,158652,158373,99.3,159566,279
2000-05-18,43.80,9140.35,158011,157732,98.9,159566,279
2000-05-19,43.80,9140.35,158011,157732,98.9,159566,279
2000-05-20,43.76,9129.43,157646,157367,98.6,159566,279
2000-05-21,44.19,9823.39,161596,159566,100.0,159566,279
2000-05-22,44.20,9841.97,161688,159566,100.0,159566,279
2000-05-23,44.19,9823.39,161596,159566,100.0,159566,279
2000-05-24,44.19,9823.39,161596,159566,100.0,159566,279
2000-05-25,44.19,9823.39,161596,159566,100.0,159566,279
2000-05-26,44.18,9804.81,161504,159566,100.0,159566,279
2000-05-27,44.15,9749.06,161227,159566,100.0,159566,279
2000-05-28,44.15,9749.06,161227,159566,100.0,159566,279
2000-05-29,44.15,9749.06,161227,159566,100.0,159566,279
2000-05-30,44.11,9674.74,160857,159566,100.0,159566,279
2000-05-31,44.07,9661.96,160489,159566,100.0,159566,279
2000-06-01,44.04,9667.77,160213,159566,100.0,159566,279
2000-06-02,44.02,9671.64,160029,159566,100.0,159566,279
2000-06-03,43.98,9574.12,159661,159382,99.9,159566,279
2000-06-04,43.94,9371.34,159294,159015,99.7,159566,279
2000-06-05,43.91,9219.25,159018,158739,99.5,159566,279
2000-06-06,43.87,9160.09,158652,158373,99.3,159566,279
2000-06-07,43.84,9151.63,158377,158098,99.1,159566,279
2000-06-08,43.83,9148.81,158285,158006,99.0,159566,279
2000-06-09,43.85,9154.45,158469,158190,99.1,159566,279
2000-06-10,44.00,9675.51,159845,159566,100.0,159566,279
2000-06-11,44.30,10050.00,162614,159566,100.0,159566,279
2000-06-12,44.27,9987.59,162336,159566,100.0,159566,279
2000-06-13,44.23,9904.38,161966,159566,100.0,159566,279
2000-06-14,44.30,10050.00,162614,159566,100.0,159566,279
2000-06-15,44.26,9966.79,162244,159566,100.0,159566,279
2000-06-16,44.22,9883.58,161873,159566,100.0,159566,279
2000-06-17,44.23,9904.38,161966,159566,100.0,159566,279
2000-06-18,44.23,9904.38,161966,159566,100.0,159566,279
2000-06-19,44.25,9945.98,162151,159566,100.0,159566,279
2000-06-20,44.26,9966.79,162244,159566,100.0,159566,279
2000-06-21,44.25,9945.98,162151,159566,100.0,159566,279
2000-06-22,44.23,9904.38,161966,159566,100.0,159566,279
2000-06-23,44.21,9862.77,161781,159566,100.0,159566,279
2000-06-24,44.17,9786.23,161411,159566,100.0,159566,279
2000-06-25,44.13,9711.90,161042,159566,100.0,159566,279
2000-06-26,44.09,9658.09,160673,159566,100.0,159566,279
2000-06-27,44.03,9669.70,160121,159566,100.0,159566,279
2000-06-28,43.95,9422.03,159385,159106,99.7,159566,279
2000-06-29,43.88,9162.91,158743,158464,99.3,159566,279
2000-06-30,43.79,9137.62,157920,157641,98.8,159566,279
2000-07-01,43.75,9126.70,157554,157275,98.6,159566,279
2000-07-02,43.71,9115.79,157189,156910,98.3,159566,279
2000-07-03,43.66,9102.40,156734,156455,98.1,159566,279
2000-07-04,43.60,9086.40,156188,155909,97.7,159566,279
2000-07-05,43.53,9068.06,155553,155274,97.3,159566,279
2000-07-06,43.49,9057.62,155190,154911,97.1,159566,279
2000-07-07,43.46,9049.88,154919,154640,96.9,159566,279
2000-07-08,43.43,9042.14,154648,154369,96.7,159566,279
2000-07-09,43.40,9034.40,154376,154097,96.6,159566,279
2000-07-10,43.37,9026.76,154105,153826,96.4,159566,279
2000-07-11,43.30,9008.92,153474,153195,96.0,159566,279
2000-07-12,43.22,8988.79,152754,152475,95.6,159566,279
2000-07-13,43.18,8978.78,152395,152116,95.3,159566,279
2000-07-14,43.14,8968.82,152036,151757,95.1,159566,279
2000-07-15,43.10,8958.86,151677,151398,94.9,159566,279
2000-07-16,43.06,8949.01,151319,151040,94.7,159566,279
2000-07-17,43.02,8939.15,150961,150682,94.4,159566,279
2000-07-18,42.97,8926.89,150515,150236,94.2,159566,279
2000-07-19,42.90,8909.80,149890,149611,93.8,159566,279
2000-07-20,42.86,8900.10,149534,149255,93.5,159566,279
2000-07-21,42.82,8890.41,149179,148900,93.3,159566,279
2000-07-22,42.80,8885.56,149001,148722,93.2,159566,279
2000-07-23,42.77,8878.34,148734,148455,93.0,159566,279
2000-07-24,42.77,8878.34,148734,148455,93.0,159566,279
2000-07-25,42.74,8871.12,148468,148189,92.9,159566,279
2000-07-26,42.72,8866.31,148291,148012,92.8,159566,279
2000-07-27,42.72,8866.31,148291,148012,92.8,159566,279
2000-07-28,42.75,8873.53,148557,148278,92.9,159566,279
2000-07-29,42.74,8871.12,148468,148189,92.9,159566,279
2000-07-30,42.73,8868.72,148379,148100,92.8,159566,279
2000-07-31,42.74,8871.12,148468,148189,92.9,159566,279
2000-08-01,42.74,8871.12,148468,148189,92.9,159566,279
2000-08-02,42.67,8854.34,147848,147569,92.5,159566,279
2000-08-03,42.60,8837.63,147228,146949,92.1,159566,279
2000-08-04,42.53,8821.05,146610,146331,91.7,159566,279
2000-08-05,42.50,8813.95,146346,146067,91.5,159566,279
2000-08-06,42.47,8806.88,146082,145803,91.4,159566,279
2000-08-07,42.44,8799.82,145818,145539,91.2,159566,279
2000-08-08,42.38,8785.72,145290,145011,90.9,159566,279
2000-08-09,42.30,8767.00,144588,144309,90.4,159566,279
2000-08-10,42.23,8750.72,143975,143696,90.1,159566,279
2000-08-11,42.18,8739.11,143537,143258,89.8,159566,279
2000-08-12,42.17,8736.79,143450,143171,89.7,159566,279
2000-08-13,42.10,8720.60,142839,142560,89.3,159566,279
2000-08-14,42.06,8711.39,142490,142211,89.1,159566,279
2000-08-15,42.01,8699.88,142055,141776,88.9,159566,279
2000-08-16,41.94,8683.83,141447,141168,88.5,159566,279
2000-08-17,41.93,8681.54,141360,141081,88.4,159566,279
2000-08-18,41.89,8672.38,141013,140734,88.2,159566,279
2000-08-19,41.84,8660.98,140580,140301,87.9,159566,279
2000-08-20,41.80,8651.86,140233,139954,87.7,159566,279
2000-08-21,41.75,8640.50,139801,139522,87.4,159566,279
2000-08-22,41.74,8638.23,139715,139436,87.4,159566,279
2000-08-23,41.70,8629.15,139369,139090,87.2,159566,279
2000-08-24,41.68,8624.62,139197,138918,87.1,159566,279
2000-08-25,41.65,8617.84,138938,138659,86.9,159566,279
2000-08-26,41.62,8611.05,138680,138401,86.7,159566,279
2000-08-27,41.58,8602.02,138335,138056,86.5,159566,279
2000-08-28,41.54,8593.01,137991,137712,86.3,159566,279
2000-08-29,41.49,8581.76,137562,137283,86.0,159566,279
2000-08-30,41.45,8572.78,137219,136940,85.8,159566,279
2000-08-31,41.40,8561.56,136790,136511,85.6,159566,279
2000-09-01,41.35,8550.39,136363,136084,85.3,159566,279
2000-09-02,41.30,8539.21,135935,135656,85.0,159566,279
2000-09-03,41.25,8528.07,135509,135230,84.7,159566,279
2000-09-04,41.21,8519.15,135168,134889,84.5,159566,279
2000-09-05,41.18,8512.47,134912,134633,84.4,159566,279
2000-09-06,41.14,8503.58,134572,134293,84.2,159566,279
2000-09-07,41.07,8488.02,133977,133698,83.8,159566,279
2000-09-08,41.04,8481.37,133723,133444,83.6,159566,279
2000-09-09,41.00,8472.50,133384,133105,83.4,159566,279
2000-09-10,40.95,8461.43,132961,132682,83.2,159566,279
2000-09-11,40.90,8450.36,132537,132258,82.9,159566,279
2000-09-15,40.79,8426.10,131609,131330,82.3,159566,279
2000-09-16,40.77,8421.70,131441,131162,82.2,159566,279
2000-09-17,40.73,8412.90,131104,130825,82.0,159566,279
2000-09-18,40.70,8406.30,130852,130573,81.8,159566,279
2000-09-19,40.67,8399.70,130600,130321,81.7,159566,279
2000-09-20,40.64,8393.10,130348,130069,81.5,159566,279
2000-09-21,40.62,8388.70,130180,129901,81.4,159566,279
2000-09-22,40.56,8375.46,129677,129398,81.1,159566,279
2000-09-23,40.46,8353.26,128841,128562,80.6,159566,279
2000-09-24,40.45,8351.03,128757,128478,80.5,159566,279
2000-09-25,40.49,8359.96,129091,128812,80.7,159566,279
2000-09-26,40.36,8330.67,128007,127728,80.0,159566,279
2000-09-27,40.23,8300.32,126926,126647,79.4,159566,279
2000-09-28,40.16,8283.22,126345,126066,79.0,159566,279
2000-09-29,40.12,8273.19,126014,125735,78.8,159566,279
2000-09-30,40.08,8263.14,125683,125404,78.6,159566,279
2000-10-01,40.03,8250.52,125271,124992,78.3,159566,279
2000-10-02,40.00,8242.95,125023,124744,78.2,159566,279
2000-10-03,39.96,8232.45,124694,124415,78.0,159566,279
2000-10-04,39.93,8224.57,124447,124168,77.8,159566,279
2000-10-05,39.91,8219.32,124282,124003,77.7,159566,279
2000-10-06,39.89,8213.98,124118,123839,77.6,159566,279
2000-10-07,39.92,8221.94,124364,124085,77.8,159566,279
2000-10-08,39.97,8235.07,124776,124497,78.0,159566,279
2000-10-09,39.88,8211.26,124036,123757,77.6,159566,279
2000-10-10,39.92,8221.94,124364,124085,77.8,159566,279
